no,SrNo,PDF_name,Type,Compostion,Class,composition_final,Element,Fraction,Frac,Temperature_in_plot,Pressure_plot,Pressure unit,unit,Temperature(oC)_graph,Temperature,Temperature_1,Ln(P)_Mpa,Ln(P)_bar,Pressure(MPa),AN,Period,AR,CR,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix
7,8,MgSnZn,Lit_PCT,Mg 95 Sn 3 Zn 2,Mg+TM+Ln+,Mg0.95Sn0.03Zn0.02,Mg    Sn   Zn  ,0.95 0.03 0.02,0.95 0.03 0.02,0.2029,1.278,Ln(P) (MPa),1000/RT,319.74,593,593,-1.0246,1.278,0.36,13.5,3.08,1.5966,130.35,219.95,1.3363,2.0151,0.0333,904.907,1420.88,2.26,7.6755,156.41,45.89,8.622,13.9514,27.9634,983.27,-0.1557,3.444,1.7682,-2.2394,-0.2653,-3.0775,0.0107,-1.6548,63.2494,44.796,0.2645,0.1196,-0.8637,1.73,1.9303
8,9,MgSnZn,Lit_PCT,Mg 95 Sn 3 Zn 2,Mg+TM+Ln+,Mg0.95Sn0.03Zn0.02,Mg    Sn   Zn  ,0.95 0.03 0.02,0.95 0.03 0.02,0.21,0.8382,Ln(P) (MPa),1000/RT,299.82,573,573,-1.4644,0.8382,0.23,13.5,3.08,1.5966,130.35,219.95,1.3363,2.0151,0.0333,904.907,1420.88,2.26,7.6755,156.41,45.89,8.622,13.9514,27.9634,983.27,-0.1557,3.444,1.7682,-2.2394,-0.2653,-3.0775,0.0107,-1.6548,63.2494,44.796,0.2645,0.1196,-0.8637,1.73,1.9303
9,10,MgSnZn,Lit_PCT,Mg 95 Sn 3 Zn 2,Mg+TM+Ln+,Mg0.95Sn0.03Zn0.02,Mg    Sn   Zn  ,0.95 0.03 0.02,0.95 0.03 0.02,0.2176,0.3064,Ln(P) (MPa),1000/RT,279.63,553,553,-1.9962,0.3064,0.14,13.5,3.08,1.5966,130.35,219.95,1.3363,2.0151,0.0333,904.907,1420.88,2.26,7.6755,156.41,45.89,8.622,13.9514,27.9634,983.27,-0.1557,3.444,1.7682,-2.2394,-0.2653,-3.0775,0.0107,-1.6548,63.2494,44.796,0.2645,0.1196,-0.8637,1.73,1.9303
10,39,17,PCI,Mg-0.05In,Mg+TM+Ln+,In0.05Mg0.95,Mg   In,0.95 0.05,0.95 0.05,1.5114,2.9706,Ln(P) (bar),1000/T,388.64,663,663,0.668,2.9706,1.95,13.85,3.1,1.603,130.7,220,1.3335,2.0185,0.02,897.39,1428.5,2.05,7.557,156.1,44.5,8.428,14.0665,28.8355,980.65,-0.1295,3.4735,1.7765,-2.2775,-0.2565,-3.07,0.011,-1.6465,60.409,43.884,0.268,0.1025,-0.8665,1,1.6506
11,40,17,PCI,Mg-0.05In,Mg+TM+Ln+,In0.05Mg0.95,Mg   In,0.95 0.05,0.95 0.05,1.5842,2.3529,Ln(P) (bar),1000/T,358.25,633,633,0.0504,2.3529,1.05,13.85,3.1,1.603,130.7,220,1.3335,2.0185,0.02,897.39,1428.5,2.05,7.557,156.1,44.5,8.428,14.0665,28.8355,980.65,-0.1295,3.4735,1.7765,-2.2775,-0.2565,-3.07,0.011,-1.6465,60.409,43.884,0.268,0.1025,-0.8665,1,1.6506
12,41,17,PCI,Mg-0.05In,Mg+TM+Ln+,In0.05Mg0.95,Mg   In,0.95 0.05,0.95 0.05,1.6624,1.6226,Ln(P) (bar),1000/T,328.55,603,603,-0.68,1.6225,0.51,13.85,3.1,1.603,130.7,220,1.3335,2.0185,0.02,897.39,1428.5,2.05,7.557,156.1,44.5,8.428,14.0665,28.8355,980.65,-0.1295,3.4735,1.7765,-2.2775,-0.2565,-3.07,0.011,-1.6465,60.409,43.884,0.268,0.1025,-0.8665,1,1.6506
13,42,17,PCI,Mg-0.05In,Mg+TM+Ln+,In0.05Mg0.95,Mg   In,0.95 0.05,0.95 0.05,1.748,0.8382,Ln(P) (bar),1000/T,299.08,573,573,-1.4643,0.8383,0.23,13.85,3.1,1.603,130.7,220,1.3335,2.0185,0.02,897.39,1428.5,2.05,7.557,156.1,44.5,8.428,14.0665,28.8355,980.65,-0.1295,3.4735,1.7765,-2.2775,-0.2565,-3.07,0.011,-1.6465,60.409,43.884,0.268,0.1025,-0.8665,1,1.6506
14,43,17,PCI,Mg-0.10In,Mg+TM+Ln+,In0.1Mg0.9,Mg   In,0.9 0.1,0.9 0.1,1.5084,3.0539,Ln(P) (bar),1000/T,389.95,663,663,0.7513,3.0539,2.12,15.7,3.2,1.606,131.4,220,1.357,2.297,0.04,872.78,1477,2.1,7.464,152.2,44,8.156,14.153,33.361,941.3,-0.209,3.477,1.783,-2.365,-0.223,-3.05,0.012,-1.703,60.848,42.968,0.286,0.1411,-0.843,1,2.7029
15,44,17,PCI,Mg-0.10In,Mg+TM+Ln+,In0.1Mg0.9,Mg   In,0.9 0.1,0.9 0.1,1.5792,2.4559,Ln(P) (bar),1000/T,360.23,633,633,0.1533,2.4559,1.17,15.7,3.2,1.606,131.4,220,1.357,2.297,0.04,872.78,1477,2.1,7.464,152.2,44,8.156,14.153,33.361,941.3,-0.209,3.477,1.783,-2.365,-0.223,-3.05,0.012,-1.703,60.848,42.968,0.286,0.1411,-0.843,1,2.7029
16,45,17,PCI,Mg-0.10In,Mg+TM+Ln+,In0.1Mg0.9,Mg   In,0.9 0.1,0.9 0.1,1.654,1.8137,Ln(P) (bar),1000/T,331.61,603,603,-0.4889,1.8137,0.61,15.7,3.2,1.606,131.4,220,1.357,2.297,0.04,872.78,1477,2.1,7.464,152.2,44,8.156,14.153,33.361,941.3,-0.209,3.477,1.783,-2.365,-0.223,-3.05,0.012,-1.703,60.848,42.968,0.286,0.1411,-0.843,1,2.7029
17,46,17,PCI,Mg-0.10In,Mg+TM+Ln+,In0.1Mg0.9,Mg   In,0.9 0.1,0.9 0.1,1.746,1.0637,Ln(P) (bar),1000/T,299.72,573,573,-1.2389,1.0637,0.29,15.7,3.2,1.606,131.4,220,1.357,2.297,0.04,872.78,1477,2.1,7.464,152.2,44,8.156,14.153,33.361,941.3,-0.209,3.477,1.783,-2.365,-0.223,-3.05,0.012,-1.703,60.848,42.968,0.286,0.1411,-0.843,1,2.7029
18,47,17,PCI,Mg-15In,Mg+TM+Ln+,In0.15Mg0.85,Mg  In,0.85 0.15,0.85 0.15,1.4891,3.3088,Ln(P) (bar),1000/T,398.54,673,673,1.0062,3.3088,2.74,17.55,3.3,1.609,132.1,220,1.3805,2.5755,0.06,848.17,1525.5,2.15,7.371,148.3,43.5,7.884,14.2395,37.8865,901.95,-0.2885,3.4805,1.7895,-2.4525,-0.1895,-3.03,0.013,-1.7595,61.287,42.052,0.304,0.1679,-0.8195,1.41,3.5146
19,48,17,PCI,Mg-15In,Mg+TM+Ln+,In0.15Mg0.85,Mg  In,0.85 0.15,0.85 0.15,1.5658,2.6177,Ln(P) (bar),1000/T,365.63,643,643,0.3151,2.6177,1.37,17.55,3.3,1.609,132.1,220,1.3805,2.5755,0.06,848.17,1525.5,2.15,7.371,148.3,43.5,7.884,14.2395,37.8865,901.95,-0.2885,3.4805,1.7895,-2.4525,-0.1895,-3.03,0.013,-1.7595,61.287,42.052,0.304,0.1679,-0.8195,1.41,3.5146
20,49,17,PCI,Mg-15In,Mg+TM+Ln+,In0.15Mg0.85,Mg  In,0.85 0.15,0.85 0.15,1.6124,2.1716,Ln(P) (bar),1000/T,347.2,623,623,-0.131,2.1716,0.88,17.55,3.3,1.609,132.1,220,1.3805,2.5755,0.06,848.17,1525.5,2.15,7.371,148.3,43.5,7.884,14.2395,37.8865,901.95,-0.2885,3.4805,1.7895,-2.4525,-0.1895,-3.03,0.013,-1.7595,61.287,42.052,0.304,0.1679,-0.8195,1.41,3.5146
21,50,17,PCI,Mg-15In,Mg+TM+Ln+,In0.15Mg0.85,Mg  In,0.85 0.15,0.85 0.15,1.6703,1.7108,Ln(P) (bar),1000/T,325.7,603,603,-0.5918,1.7108,0.55,17.55,3.3,1.609,132.1,220,1.3805,2.5755,0.06,848.17,1525.5,2.15,7.371,148.3,43.5,7.884,14.2395,37.8865,901.95,-0.2885,3.4805,1.7895,-2.4525,-0.1895,-3.03,0.013,-1.7595,61.287,42.052,0.304,0.1679,-0.8195,1.41,3.5146
22,51,17,PCI,Mg-20In,Mg+TM+Ln+,In0.2Mg0.8,Mg  In,0.8 0.2,0.8 0.2,1.5099,3.1716,Ln(P) (bar),1000/T,389.3,663,663,0.869,3.1716,2.38,19.4,3.4,1.612,132.8,220,1.404,2.854,0.08,823.56,1574,2.2,7.278,144.4,43,7.612,14.326,42.412,862.6,-0.368,3.484,1.796,-2.54,-0.156,-3.01,0.014,-1.816,61.726,41.136,0.322,0.1879,-0.796,1.41,4.1606
23,52,17,PCI,Mg-20In,Mg+TM+Ln+,In0.2Mg0.8,Mg  In,0.8 0.2,0.8 0.2,1.5822,2.5392,Ln(P) (bar),1000/T,359.04,633,633,0.2366,2.5392,1.27,19.4,3.4,1.612,132.8,220,1.404,2.854,0.08,823.56,1574,2.2,7.278,144.4,43,7.612,14.326,42.412,862.6,-0.368,3.484,1.796,-2.54,-0.156,-3.01,0.014,-1.816,61.726,41.136,0.322,0.1879,-0.796,1.41,4.1606
24,53,17,PCI,Mg-20In,Mg+TM+Ln+,In0.2Mg0.8,Mg  In,0.8 0.2,0.8 0.2,1.6584,1.8333,Ln(P) (bar),1000/T,329.99,603,603,-0.4693,1.8333,0.63,19.4,3.4,1.612,132.8,220,1.404,2.854,0.08,823.56,1574,2.2,7.278,144.4,43,7.612,14.326,42.412,862.6,-0.368,3.484,1.796,-2.54,-0.156,-3.01,0.014,-1.816,61.726,41.136,0.322,0.1879,-0.796,1.41,4.1606
25,54,17,PCI,Mg-20In,Mg+TM+Ln+,In0.2Mg0.8,Mg  In,0.8 0.2,0.8 0.2,1.7416,1.0686,Ln(P) (bar),1000/T,301.19,573,573,-1.234,1.0686,0.29,19.4,3.4,1.612,132.8,220,1.404,2.854,0.08,823.56,1574,2.2,7.278,144.4,43,7.612,14.326,42.412,862.6,-0.368,3.484,1.796,-2.54,-0.156,-3.01,0.014,-1.816,61.726,41.136,0.322,0.1879,-0.796,1.41,4.1606
26,55,17,PCI,Mg-10Al,Mg+TM+Ln+,Al0.1Mg0.9,Mg  Al,0.9 0.1,0.9 0.1,1.507,2.9875,Ln(P) (bar),1000/T,390.56,664,664,0.6849,2.9875,1.98,12.1,3,1.583,128.8,219,1.34,1.836,0.043,923.15,1516,2.1,7.484,167.5,48.1,8.9,13.581,24.577,1008.4,-0.225,3.423,1.761,-2.411,-0.274,-3.142,0.009,-1.806,76.668,41.967,0.318,0.09,-0.86,3.16,2.7029
27,56,17,PCI,Mg-10Al,Mg+TM+Ln+,Al0.1Mg0.9,Mg  Al,0.9 0.1,0.9 0.1,1.5798,2.2996,Ln(P) (bar),1000/T,359.98,633,633,-0.003,2.2996,1,12.1,3,1.583,128.8,219,1.34,1.836,0.043,923.15,1516,2.1,7.484,167.5,48.1,8.9,13.581,24.577,1008.4,-0.225,3.423,1.761,-2.411,-0.274,-3.142,0.009,-1.806,76.668,41.967,0.318,0.09,-0.86,3.16,2.7029
28,57,17,PCI,Mg-10Al,Mg+TM+Ln+,Al0.1Mg0.9,Mg  Al,0.9 0.1,0.9 0.1,1.6721,1.4051,Ln(P) (bar),1000/T,325.05,598,598,-0.8975,1.4051,0.41,12.1,3,1.583,128.8,219,1.34,1.836,0.043,923.15,1516,2.1,7.484,167.5,48.1,8.9,13.581,24.577,1008.4,-0.225,3.423,1.761,-2.411,-0.274,-3.142,0.009,-1.806,76.668,41.967,0.318,0.09,-0.86,3.16,2.7029
29,58,17,PCI,Mg-10Al,Mg+TM+Ln+,Al0.1Mg0.9,Mg  Al,0.9 0.1,0.9 0.1,1.7266,0.8951,Ln(P) (bar),1000/T,306.18,579,579,-1.4074,0.8951,0.24,12.1,3,1.583,128.8,219,1.34,1.836,0.043,923.15,1516,2.1,7.484,167.5,48.1,8.9,13.581,24.577,1008.4,-0.225,3.423,1.761,-2.411,-0.274,-3.142,0.009,-1.806,76.668,41.967,0.318,0.09,-0.86,3.16,2.7029
30,59,17,PCI,Mg-5Al-5In,Mg+TM+Ln+,Al0.05In0.05Mg0.9,Mg Al In,0.9 0.05 0.05,0.9 0.05 0.05,1.4987,3.1168,Ln(P) (bar),1000/T,394.23,667,667,0.8143,3.1169,2.26,13.9,3.1,1.5945,130.1,219.5,1.3485,2.0665,0.0415,897.965,1496.5,2.1,7.474,159.85,46.05,8.528,13.867,28.969,974.85,-0.217,3.45,1.772,-2.388,-0.2485,-3.096,0.0105,-1.7545,68.758,42.4675,0.302,0.1187,-0.8515,2.45,3.2792
31,60,17,PCI,Mg-5Al-5In,Mg+TM+Ln+,Al0.05In0.05Mg0.9,Mg Al In,0.9 0.05 0.05,0.9 0.05 0.05,1.5766,2.4094,Ln(P) (bar),1000/T,361.28,634,634,0.1068,2.4094,1.11,13.9,3.1,1.5945,130.1,219.5,1.3485,2.0665,0.0415,897.965,1496.5,2.1,7.474,159.85,46.05,8.528,13.867,28.969,974.85,-0.217,3.45,1.772,-2.388,-0.2485,-3.096,0.0105,-1.7545,68.758,42.4675,0.302,0.1187,-0.8515,2.45,3.2792
32,61,17,PCI,Mg-5Al-5In,Mg+TM+Ln+,Al0.05In0.05Mg0.9,Mg Al In,0.9 0.05 0.05,0.9 0.05 0.05,1.65,1.7263,Ln(P) (bar),1000/T,333.07,606,606,-0.5763,1.7263,0.56,13.9,3.1,1.5945,130.1,219.5,1.3485,2.0665,0.0415,897.965,1496.5,2.1,7.474,159.85,46.05,8.528,13.867,28.969,974.85,-0.217,3.45,1.772,-2.388,-0.2485,-3.096,0.0105,-1.7545,68.758,42.4675,0.302,0.1187,-0.8515,2.45,3.2792
33,62,17,PCI,Mg-5Al-5In,Mg+TM+Ln+,Al0.05In0.05Mg0.9,Mg Al In,0.9 0.05 0.05,0.9 0.05 0.05,1.7335,1.0992,Ln(P) (bar),1000/T,303.85,577,577,-1.2033,1.0993,0.3,13.9,3.1,1.5945,130.1,219.5,1.3485,2.0665,0.0415,897.965,1496.5,2.1,7.474,159.85,46.05,8.528,13.867,28.969,974.85,-0.217,3.45,1.772,-2.388,-0.2485,-3.096,0.0105,-1.7545,68.758,42.4675,0.302,0.1187,-0.8515,2.45,3.2792
34,63,17,PCI,Mg-5Al-10In,Mg+TM+Ln+,Al0.05In0.1Mg0.85,Mg Al  In,0.85 0.05 0.1,0.85 0.05 0.1,1.4983,3.2407,Ln(P) (bar),1000/T,394.42,667,667,0.9381,3.2407,2.56,15.75,3.2,1.5975,130.8,219.5,1.372,2.345,0.0615,873.355,1545,2.15,7.381,155.95,45.55,8.256,13.9535,33.4945,935.5,-0.2965,3.4535,1.7785,-2.4755,-0.215,-3.076,0.0115,-1.811,69.197,41.5515,0.32,0.1507,-0.828,2.65,4.3085
35,64,17,PCI,Mg-5Al-10In,Mg+TM+Ln+,Al0.05In0.1Mg0.85,Mg Al  In,0.85 0.05 0.1,0.85 0.05 0.1,1.5779,2.5331,Ln(P) (bar),1000/T,360.77,634,634,0.2305,2.5331,1.26,15.75,3.2,1.5975,130.8,219.5,1.372,2.345,0.0615,873.355,1545,2.15,7.381,155.95,45.55,8.256,13.9535,33.4945,935.5,-0.2965,3.4535,1.7785,-2.4755,-0.215,-3.076,0.0115,-1.811,69.197,41.5515,0.32,0.1507,-0.828,2.65,4.3085
36,65,17,PCI,Mg-5Al-10In,Mg+TM+Ln+,Al0.05In0.1Mg0.85,Mg Al  In,0.85 0.05 0.1,0.85 0.05 0.1,1.6291,2.1044,Ln(P) (bar),1000/T,340.85,614,614,-0.1982,2.1044,0.82,15.75,3.2,1.5975,130.8,219.5,1.372,2.345,0.0615,873.355,1545,2.15,7.381,155.95,45.55,8.256,13.9535,33.4945,935.5,-0.2965,3.4535,1.7785,-2.4755,-0.215,-3.076,0.0115,-1.811,69.197,41.5515,0.32,0.1507,-0.828,2.65,4.3085
37,66,17,PCI,Mg-5Al-10In,Mg+TM+Ln+,Al0.05In0.1Mg0.85,Mg Al  In,0.85 0.05 0.1,0.85 0.05 0.1,1.6825,1.6374,Ln(P) (bar),1000/T,321.37,594,594,-0.6651,1.6375,0.51,15.75,3.2,1.5975,130.8,219.5,1.372,2.345,0.0615,873.355,1545,2.15,7.381,155.95,45.55,8.256,13.9535,33.4945,935.5,-0.2965,3.4535,1.7785,-2.4755,-0.215,-3.076,0.0115,-1.811,69.197,41.5515,0.32,0.1507,-0.828,2.65,4.3085
38,67,17,PCI,Mg-5Al-5In-2Zn-1Si,Mg+TM+Ln+,Al0.05In0.05Mg0.87Si0.01Zn0.02,Mg Al In Zn Si,0.87 0.05 0.05 0.02 0.01,0.87 0.05 0.05 0.02 0.01,1.5135,3.0524,Ln(P) (bar),1000/T,387.73,661,661,0.7498,3.0524,2.12,14.28,3.12,1.586,129.93,219.2,1.3612,2.1804,0.0554,900.989,1505,2.32,7.5138,158.95,47.1,8.916,13.7513,29.8282,959.11,-0.2636,3.4308,1.7668,-2.4041,-0.2337,-3.0879,0.0102,-1.7863,68.5278,42.1038,0.3051,0.1367,-0.8388,4.12,4.5316
39,68,17,PCI,Mg-5Al-5In-2Zn-1Si,Mg+TM+Ln+,Al0.05In0.05Mg0.87Si0.01Zn0.02,Mg Al In Zn Si,0.87 0.05 0.05 0.02 0.01,0.87 0.05 0.05 0.02 0.01,1.5826,2.3762,Ln(P) (bar),1000/T,358.88,632,632,0.0736,2.3762,1.08,14.28,3.12,1.586,129.93,219.2,1.3612,2.1804,0.0554,900.989,1505,2.32,7.5138,158.95,47.1,8.916,13.7513,29.8282,959.11,-0.2636,3.4308,1.7668,-2.4041,-0.2337,-3.0879,0.0102,-1.7863,68.5278,42.1038,0.3051,0.1367,-0.8388,4.12,4.5316
40,69,17,PCI,Mg-5Al-5In-2Zn-1Si,Mg+TM+Ln+,Al0.05In0.05Mg0.87Si0.01Zn0.02,Mg Al In Zn Si,0.87 0.05 0.05 0.02 0.01,0.87 0.05 0.05 0.02 0.01,1.6584,1.7191,Ln(P) (bar),1000/T,329.98,603,603,-0.5835,1.7191,0.56,14.28,3.12,1.586,129.93,219.2,1.3612,2.1804,0.0554,900.989,1505,2.32,7.5138,158.95,47.1,8.916,13.7513,29.8282,959.11,-0.2636,3.4308,1.7668,-2.4041,-0.2337,-3.0879,0.0102,-1.7863,68.5278,42.1038,0.3051,0.1367,-0.8388,4.12,4.5316
41,70,17,PCI,Mg-5Al-5In-2Zn-1Si,Mg+TM+Ln+,Al0.05In0.05Mg0.87Si0.01Zn0.02,Mg Al In Zn Si,0.87 0.05 0.05 0.02 0.01,0.87 0.05 0.05 0.02 0.01,1.7444,0.981,Ln(P) (bar),1000/T,300.27,573,573,-1.3216,0.981,0.27,14.28,3.12,1.586,129.93,219.2,1.3612,2.1804,0.0554,900.989,1505,2.32,7.5138,158.95,47.1,8.916,13.7513,29.8282,959.11,-0.2636,3.4308,1.7668,-2.4041,-0.2337,-3.0879,0.0102,-1.7863,68.5278,42.1038,0.3051,0.1367,-0.8388,4.12,4.5316
42,71,17,PCI,Mg-10Al-6In-2Zn-2Ga,Mg+TM+Ln+,Al0.1Ga0.02In0.04Mg0.82Zn0.02,Mg  Al In Zn Ga,0.82 0.1 0.04 0.02 0.02,0.82 0.1 0.04 0.02 0.02,1.5006,3.1238,Ln(P) (bar),1000/T,393.42,666,666,0.8212,3.1238,2.27,14.32,3.12,1.5772,129.3,218.6,1.3756,2.25,0.0672,886.494,1572.76,2.36,7.4114,160.96,48.66,8.5932,13.5104,29.927,951.3,-0.3222,3.4114,1.7622,-2.512,-0.2218,-3.0994,0.0094,-1.8734,76.4648,41.5532,0.3182,0.1442,-0.8244,4.12,5.6391
43,72,17,PCI,Mg-10Al-6In-2Zn-2Ga,Mg+TM+Ln+,Al0.1Ga0.02In0.04Mg0.82Zn0.02,Mg  Al In Zn Ga,0.82 0.1 0.04 0.02 0.02,0.82 0.1 0.04 0.02 0.02,1.5528,2.7,Ln(P) (bar),1000/T,370.99,644,644,0.3974,2.7,1.49,14.32,3.12,1.5772,129.3,218.6,1.3756,2.25,0.0672,886.494,1572.76,2.36,7.4114,160.96,48.66,8.5932,13.5104,29.927,951.3,-0.3222,3.4114,1.7622,-2.512,-0.2218,-3.0994,0.0094,-1.8734,76.4648,41.5532,0.3182,0.1442,-0.8244,4.12,5.6391
44,73,17,PCI,Mg-10Al-6In-2Zn-2Ga,Mg+TM+Ln+,Al0.1Ga0.02In0.04Mg0.82Zn0.02,Mg  Al In Zn Ga,0.82 0.1 0.04 0.02 0.02,0.82 0.1 0.04 0.02 0.02,1.6011,2.2857,Ln(P) (bar),1000/T,351.56,625,625,-0.0169,2.2857,0.98,14.32,3.12,1.5772,129.3,218.6,1.3756,2.25,0.0672,886.494,1572.76,2.36,7.4114,160.96,48.66,8.5932,13.5104,29.927,951.3,-0.3222,3.4114,1.7622,-2.512,-0.2218,-3.0994,0.0094,-1.8734,76.4648,41.5532,0.3182,0.1442,-0.8244,4.12,5.6391
57,97,78,PCI,Mg-8at%Ni,Mg+TM+Ln+,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,1.6097,3.0946,Ln(P/P0) (MPa),1000/T,348.25,621,621,0.792,3.0946,2.21,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178
58,98,78,PCI,Mg-8at%Ni,Mg+TM+Ln+,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,1.7482,1.8717,Ln(P/P0) (MPa),1000/T,299.02,572,572,-0.4309,1.8717,0.65,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178
59,99,78,PCI,Mg-8at%Ni,Mg+TM+Ln+,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,1.9134,0.436,Ln(P/P0) (MPa),1000/T,249.64,523,523,-1.8666,0.436,0.15,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178
60,100,78,PCI,Mg-15at%Ni,Mg+TM+Ln+,Mg0.85Ni0.15,Mg  Ni,0.85 0.15,0.85 0.15,1.599,3.0727,Ln(P/P0) (MPa),1000/T,352.37,625,625,0.7701,3.0727,2.16,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146
61,101,78,PCI,Mg-15at%Ni,Mg+TM+Ln+,Mg0.85Ni0.15,Mg  Ni,0.85 0.15,0.85 0.15,1.7412,1.8272,Ln(P/P0) (MPa),1000/T,301.33,574,574,-0.4753,1.8272,0.62,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146
62,102,78,PCI,Mg-15at%Ni,Mg+TM+Ln+,Mg0.85Ni0.15,Mg  Ni,0.85 0.15,0.85 0.15,1.9089,0.3289,Ln(P/P0) (MPa),1000/T,250.87,524,524,-1.9737,0.3289,0.14,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146
45,81,41,PCI,Mg 88 Y 12,Mg+TM+Ln+,Mg0.88Y0.12,Mg    Y   ,0.88 0.12,0.88 0.12,1.46849835242429,2.73980072179507,Ln(P/P0) (MPa),1000/RT,407.96773710991,681,681,0.44,1.55,15.48,15.24,3.24,1.624,133.84,222.4,1.2992,2.0676,0.0372,1026.76,1647.72,2.12,7.4784,142.84,44.52,9.024,14.688,32.062,933.36,-0.728,3.3668,1.788,-2.664,-0.3536,-3.3468,0.0088,-2.1744,56.9856,47.5312,0.1096,0.03,-0.9008,4,3.0508
46,82,41,PCI,Mg 88 Y 12,Mg+TM+Ln+,Mg0.88Y0.12,Mg    Y   ,0.88 0.12,0.88 0.12,1.53478738427742,2.08190804958418,Ln(P/P0) (MPa),1000/RT,378.556046292889,652,652,-0.22,0.8,8.02,15.24,3.24,1.624,133.84,222.4,1.2992,2.0676,0.0372,1026.76,1647.72,2.12,7.4784,142.84,44.52,9.024,14.688,32.062,933.36,-0.728,3.3668,1.788,-2.664,-0.3536,-3.3468,0.0088,-2.1744,56.9856,47.5312,0.1096,0.03,-0.9008,4,3.0508
47,83,41,PCI,Mg 88 Y 12,Mg+TM+Ln+,Mg0.88Y0.12,Mg    Y   ,0.88 0.12,0.88 0.12,1.60751608347717,1.34018515612741,Ln(P/P0) (MPa),1000/RT,349.077757279373,622,622,-0.96,0.38,3.82,15.24,3.24,1.624,133.84,222.4,1.2992,2.0676,0.0372,1026.76,1647.72,2.12,7.4784,142.84,44.52,9.024,14.688,32.062,933.36,-0.728,3.3668,1.788,-2.664,-0.3536,-3.3468,0.0088,-2.1744,56.9856,47.5312,0.1096,0.03,-0.9008,4,3.0508
48,84,41,PCI,Mg 88 Y 12,Mg+TM+Ln+,Mg0.88Y0.12,Mg    Y   ,0.88 0.12,0.88 0.12,1.68727757727915,0.556252942099482,Ln(P/P0) (MPa),1000/RT,319.670710181883,593,593,-1.75,0.17,1.74,15.24,3.24,1.624,133.84,222.4,1.2992,2.0676,0.0372,1026.76,1647.72,2.12,7.4784,142.84,44.52,9.024,14.688,32.062,933.36,-0.728,3.3668,1.788,-2.664,-0.3536,-3.3468,0.0088,-2.1744,56.9856,47.5312,0.1096,0.03,-0.9008,4,3.0508
67,107,87,PCI,Mg 85 Ni 15 -0.2 wt. % Ti,Mg+TM+Ln+,Mg0.92Ni0.07Ti0.01,Mg    Ni   Ti,0.92 0.07 0.001,0.92 0.07 0.01,1.5968,1.1616,Ln(P) (bar),1000/T,353.26,626,626,-1.141,1.1616,0.32,13.22,3.08,1.5741,129.43,218.55,1.3543,2.2696,0.082,988.41,1515.55,2.58,7.6411,153.79,55.1,9.395,13.4291,26.9522,974.75,-0.4211,3.3572,1.7477,-2.3992,-0.2797,-3.2334,0.0092,-1.9463,56.8362,42.2967,0.2468,0.1543,-0.8457,5.74,2.5684
